Feature ID,Feature Name,User Story,Expected Behaviour,Edge Cases,Test Cases,Current Status,Defect Count,Severity,Notes,Last Tested Date
F11,CLI: sql,As a researcher I want ad-hoc SQL.,Runs the statement against vrm_index.db; SQL errors print `SQL error:`; --json dumps rows.,Owner-facing raw SQL by design — not parameterized. Empty result prints (no rows).,TC11a SELECT COUNT(*) ; TC11b invalid SQL.,Pass,0,,Intentional power-user surface.,2026-08-18
F12,CLI: db,As a researcher I want a sqlite3 shell.,os.execvp sqlite3 on data/vrm_index.db.,sqlite3 must be on PATH.,Not executed (replaces process).,Pass,0,,Documented.,2026-08-18
F13,CLI: shortcuts -A -B -C -g -d -v,As a researcher I want one-flag filters.,Inserted as `ls` with the matching filter. Multiple shortcuts: last store_const wins.,Unknown flags still go through argparse.,Covered by parser construction; smoke via sy -A equivalent find --tier A.,Pass,0,,Matches CLI docstring.,2026-08-18
F14,CLI: default (no args),As a user I want a useful default.,"No args lists collections (ls), it does not print help.",Documented in sy docstring line 5.,TC14a python3 sy with no args lists rows.,Pass,0,,Older spreadsheet claimed help; actual contract is ls.,2026-08-18
F15,CLI: implicit show,As a user I want `sy <name>` to show a collection.,First non-command token becomes `show <name>`.,Unknown name prints Not found.,Same exact-match rule as F02.,Pass,0,,,2026-08-18
F16,HTML: collections list,As a user I want a dense evidence-ordered catalog.,One collection-list of crow rows from hashed JSON; default sort is verified-first.,Zero matches show empty state.,tests/catalog-ux.mjs + catalog-performance.mjs ALL PASS.,Pass,0,,Public catalog at https://www.altii.co/,2026-08-18
F17,HTML: search,As a user I want to search collections.,Debounced substring across name/contract/slug/license/creator/notes/descriptions.,No matches -> empty state.,catalog-ux keeps #search hook.,Pass,0,,,2026-08-18
F19,HTML: chain filter,As a user I want to filter by chain.,Exact match on c.chain via #f-chain.,Off-list chains only visible under All chains.,catalog-ux keeps #f-chain.,Pass,0,,No arweave option (storage chip instead).,2026-08-18
F20,HTML: usage/license filter,As a user I want to filter by usage terms.,green/yellow/red/unknown via #f-license.,Null category buckets as unknown.,catalog-ux keeps #f-license.,Pass,0,,,2026-08-18
F27,HTML: VRM viewer,As a user I want to preview a validated VRM.,Three.js r170 + @pixiv/three-vrm 3.4.5; IPFS fallbacks ipfs.io → dweb.link → pinata; Escape closes and disposes.,Missing URL renders a disabled control; non-VRM GLB reports no VRM extension.,"catalog-ux: single dialog, lastFocusedElement, paused render loop.",Pass,1,Medium,DEFECT-QA-2026-08-18-07 FIXED: dropped shut-down cloudflare-ipfs.com from viewer fallbacks.,2026-08-18
F28,HTML: image preview modal,Removed.,N/A — imgModal was cut in the 2026-08-10 UX reduction.,N/A,catalog-ux asserts !imgModal and !showImg(.,Removed,0,,Do not restore.,2026-08-18
F29,HTML: empty state,As a user I want a clear no-match message.,#emptyState toggled when the filtered list is empty.,catalog-ux keeps the hook.,TC29a.,Pass,0,,,2026-08-18
F30,HTML: mobile layout,As a mobile user I want a usable page.,viewport meta; stacked header; single-column rows.,<320px not explicitly targeted.,catalog-ux structural; visual pass not re-run in this sandbox.,Pass,0,,,2026-08-18
F16f,Service worker,As a repeat visitor I want the catalog offline.,Hashed JSON cache-first; build-info network-first; app shell network-first with cache fallback.,SW skipped on plain HTTP non-localhost.,catalog-performance.mjs SW checks pass.,Pass,0,Low,FONTS handler remains but Google Fonts were removed from the shell this pass.,2026-08-18
F51,HTML: system font stack,As a user I want the catalog to load without third-party fonts.,No fonts.googleapis.com / fonts.gstatic.com; system-ui stack in CSS.,Print media onload swap must not remain.,tests/catalog-ux.mjs first two assertions.,Pass,1,Medium,"DEFECT-QA-2026-08-18-04 FIXED: main still preloaded Inter/Poppins, failing catalog-ux.mjs. Matches unmerged intent of PRs #35/#37.",2026-08-18
F33,DB: collections,As a system I want one row per collection.,id primary key; no duplicate names/slugs except documented shared-storefront contracts.,Shared storefront 0x495f… is not a collection id.,Existing integrity tests + live 69 rows.,Pass,0,,"Issue #24 (CyberBrokers vs Genesis Mechs identity) remains open — catalog identity, not this table's PK.",2026-08-18
F34,DB: avatars,As a system I want avatar rows FK'd to collections.,No orphan collection_id.,152 rows this snapshot.,Existing tests.,Pass,0,,,2026-08-18
F52,Pipeline: binary VRM validation,As a researcher I want VRM claims backed by GLB+VRM bytes.,extract_vrm_meta parse_glb requires GLB magic and VRM or VRMC_vrm.,"Malformed bytes, GLB without VRM, VRM 0.x vs 1.0 field names.",tests/test_extract_vrm_meta.py.,Pass,0,,Non-negotiable SCOPE.md rule.,2026-08-18
F53,Pipeline: license vs file access,"As Hubzz I want purchase_gated to mean holder-gated files, not restrictive IP.",Redistribution_Prohibited labels All Rights Reserved; purchase_gated follows file_access_mode / file_access_requires_ownership only.,Unknown access projects to false (schema has no nullable).,test_export_avatars_registry_access.py + updated test_redistribution_prohibited_is_gated_and_labeled.,Pass,1,High,"DEFECT-QA-2026-08-18-05 FIXED: stale test still demanded purchase_gated=True for ARR, contradicting the exporter docstring and the access-specific tests. Implementation was already correct.",2026-08-18
F54,Pipeline: short descriptions,As a user I want catalog cards to keep a complete first sentence.,short_description prefers the first sentence even when it is shorter than half the card budget.,Sentence longer than max_chars falls back to word ellipsis.,tests/test_materialize_short_descriptions.py.,Pass,1,Medium,DEFECT-QA-2026-08-18-06 FIXED: first sentence shorter than max/2 was padded with truncated leftovers.,2026-08-18
F55,Pipeline: OpenPage VRM candidates,As a researcher I want one candidate per URL with the strongest provenance.,Dedup by URL; upgrade openpage_record → mml_inline → mml_fetched.,Inline MML that also appears as a typed field must not emit two rows.,tests/test_openpage_asset_discovery.py.,Pass,1,Medium,DEFECT-QA-2026-08-18-08 FIXED: same URL recorded twice (openpage_record + mml_inline).,2026-08-18
F56,Pipeline: enrich script layout,As a maintainer I want enrich scripts to mutate data/vrm_index.db.,"scripts/check_supply.py, check_traits.py, check_discord.py, check_opensea_urls.py, fetch_previews.py use ROOT/data/vrm_index.db and lazy-load ~/.opensea/api_key.","Missing key exits 1 from main(), does not fail at import.",tests/test_sy_cli.py::test_enrich_scripts_target_data_vrm_index.,Pass,1,High,DEFECT-QA-2026-08-18-09 FIXED: Path(__file__).parent made DB scripts/vrm_index.db; KEY=open(...) crashed import without a key.,2026-08-18
F57,Pipeline: IPFS HTTPS rewrite,As a system I want live public gateways.,ipfs:// rewrites to https://ipfs.io/ipfs/…; cloudflare-ipfs.com is not written.,ar:// still maps to arweave.net.,test_ipfs_to_https_uses_live_gateway.,Pass,1,Medium,DEFECT-QA-2026-08-18-10 FIXED: fetch_previews.ipfs_to_https still targeted the shut-down Cloudflare gateway.,2026-08-18
F58,Pipeline: shared storefront identity,As a researcher I want 0x495f… not treated as a collection.,resolve_opensea_collections + overrides require slug or token.,"Polygon shared storefront is slug-keyed the same way (PR #37, unmerged).",tests/test_shared_storefront.py.,Pass,0,,Further slug-keyed polygon work lives on PR #37.,2026-08-18
F59,Pipeline: Hubzz staging export,As Hubzz I want stageable vs deferred sets without coercion.,"status staged, listed false; unknown license/chain never silently promoted.","Unsupported chains recorded, not coerced.",tests/test_hubzz_staging_export.py.,Pass,0,,SCOPE.md success criterion 3–6.,2026-08-18
F60,Pipeline: catalog acceptance gate,As a curator I want a literal completeness bar.,Must-have fields have a value or an evidence-backed resolution state.,Terminal collections preserved.,"tests/test_avatar_acceptance.py, test_catalog_acceptance.py.",Pass,0,,8 collections currently passing on main (Chuddies etc.).,2026-08-18
F61,Catalog UX guardrails,As a researcher I want a reductionist browse surface.,"No Google Fonts, no decorative gradients/shadows/blur, one dialog, verified-first default sort.",catalog-ux.mjs is the contract.,node tests/catalog-ux.mjs ALL PASS after F51 fix.,Pass,0,,Was failing on main before this branch.,2026-08-18
F62,Catalog performance budgets,As a user I want a fast first paint.,index.html <50KB; gzip JSON <500KB; parse+index p75 <50ms; ≤74 cards.,catalog-performance.mjs.,"ALL PASS (69 cards, 1.8ms parse).",Pass,0,,,2026-08-18
F63,Open issue: CyberBrokers identity,As a researcher I want Genesis Mechs evidence not bound to CyberBrokers.,Tracked in issue #24; report-only audit exists (scripts/audit_curated_identity_bindings.py).,Must not auto-merge by name.,Existing audit tests pass; identity correction not in this PR.,Open,1,High,Out of scope for this code-quality pass; do not silently rebind.,2026-08-18
F64,Open issue: repository settings,As a maintainer I want protection and scanning on.,"Tracked in issue #36 (Dependency Graph, secret scanning, main protection).",GitHub app cannot flip org settings.,N/A this pass.,Blocked,0,,Follow-up of draft PR #35.,2026-08-18
